post_id,post_facebook_post_id,post_page_id,post_post_url,post_thumbnail_url,post_caption,post_total_comment_count,post_share_count,post_media_urls_count,post_creation_time,post_facebook_creation_time,post_created_at,post_updated_at,post_tagged_bank,post_tagged_banks,page_id,page_facebook_id,page_name,page_profile_url,page_profile_picture_url,page_is_business_page_active,page_delegate_page_id,page_is_additional_profile_plus,page_created_at,page_updated_at,post_reaction_Angry,post_reaction_Care,post_reaction_Haha,post_reaction_Like,post_reaction_Love,post_reaction_Sad,post_reaction_Wow,post_reactions_total,post_media_items,post_media_urls,post_media_types,comments_exported,comment_likes_sum,comment_replies_sum,unique_comment_authors,any_comment_tagged,comment_tagged_banks_union,verified_authors,any_verified_author,comments_export_coverage
3732,857905503229585,3766,https://www.facebook.com/primebankofficial/posts/pfbid031ACy3maDM3z8nyopz1oHTfvAu2LicV1vi3yD5hFEsyNhhLcfpfsfNEwCYTC653Pgl,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-6/560997716_857235929963209_5155507367127146365_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=j55MUj8rSaIQ7kNvwGtSfWN&_nc_oc=Adm7cN5XjUpKqbiFfNY2Uahw6XYbKj67o20RNOTPTDcboOUZEurPDHG4pyguHD8GR3fewDR_lAz3Zp8H2qMIl3vP&_nc_zt=23&_nc_ht=scontent-dus1-1.xx&_nc_gid=Fu87yrNAGJ9Z6ZnNBnXsZA&oh=00_AfmhtCMmIv1mxuUpDI1XCKkDVZ8QzRXB5drBW7URXvekwA&oe=6958A938,"প্রাইম এসএমই বিজিনেস লোন সুবিধা, 'প্রাইম চলতি' দিচ্ছে ব্যবসায়িক চলতি সম্পদের জন্য ৫ কোটি টাকা পর্যন্ত লোন সুবিধা।   বিস্তারিত জানতে ভিজিট করুন: tinyurl.com/Prime-Chalti   এছাড়াও যেকোনো ধরনের ব্যাংকিং সেবা পেতে কল করুন ১৬২১৮-এ — যেকোনো সময়, যেকোনো প্রয়োজনে। সাইন ল্যাঙ্গুয়েজ ভিডিও কল সার্ভিস নিতে কল করুন হোয়াটসঅ্যাপে: ০১৩ ২১১ ১৬২১৮ (সকাল ১০টা - বিকাল ৪টা)  #PrimeBank #SMEBusinessLoan #SME #Loan",9,5,1,2025-10-06T05:00:31+00:00,1759726831,2025-12-29T21:09:45.406206+00:00,2025-12-29T21:31:59.541105+00:00,['Prime Bank'],Prime Bank,3766,100070304281907,Prime Bank,https://www.facebook.com/primebankofficial,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/491978047_725430023143801_6888543072768831988_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Q_a0Au7mwgQQ7kNvwH30vF3&_nc_oc=AdnBY-DkjdJB5edhPvT3Y7F2dD_uoFNL4HPaDBHAKe5QtI2Q27-v8jP--cflJz0IPcg&_nc_zt=24&_nc_ht=scontent-dus1-1.xx&_nc_gid=8Z4POASt-MG0UleoOUYRbw&oh=00_Afn3Oo1479JhxU0y2PgQHbvZ2QOapwLO57iKADhQHOAg8Q&oe=6958BD74,False,1543200072594090,True,2025-12-29T21:09:45.329961+00:00,2025-12-29T21:36:26.332148+00:00,0.0,4.0,0.0,192.0,14.0,0.0,1.0,211,1,https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/560997716_857235929963209_5155507367127146365_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=j55MUj8rSaIQ7kNvwEu0OeB&_nc_oc=Adkmh3D758wUglJwDniZtvANAR_X-PrxPxIjoLvsqOdURFRUodT-Xx8uoQDJcW91OkTAPzaih_JzqPRoMCpW9xsG&_nc_zt=23&_nc_ht=scontent-fra3-1.xx&_nc_gid=56bymuRjkpDrKvZBtVNvlg&oh=00_AflAqmyg_eUB1VzV2o1ZCF8kNTbprvXa5hdnvVXAUpyLxQ&oe=6958E178,Photo,6,0,3,4,1,Prime Bank,0,0,0.6667
7539,3788380581465420,3666,https://www.facebook.com/groups/bcub.bd/permalink/3788380581465420/,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/605735070_2725770031116125_4588546836395566822_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=rejvb9LVj2AQ7kNvwGjKUM3&_nc_oc=Adkq5joXVskB3pTWcLD3QQKIEgFximx6oM5Jpa8e7fjByKWrCYU3bQVTUuvoBvhA_h4&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=IX9cSQcvrPmE0t8La1igvg&oh=00_Afnyo-L_w9ihct9mFAGCHAzeqgMkHqBPZqwOrbo5VQhriw&oe=6959E398,প্রাইম  ব্যাংক স্টুডেন্ট অ্যাকাউন্ট এ কি কোন চার্জ এড করলো নাকি ?সব তো ফ্রি ছিল,15,0,1,2025-12-30T12:45:10+00:00,1767098710,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,1.0,29.0,0.0,0.0,0.0,30,0,,,13,3,10,11,0,,0,0,0.8667
3725,3777335409236604,3666,https://www.facebook.com/groups/bcub.bd/permalink/3777335409236604/,,মিডলেন্ড ব্যাংকের স্টুডেন্ট একাউন্টের ডেবিট কার্ড দিয়ে যেকোনো ব্যাংকের Visa লোগো যুক্ত  ATM বুথ থেকে ফ্রী টাকা উঠানো যায় কোনো চার্জ কাটে না এটা কি সত্য ?,21,0,0,2025-12-23T19:45:49+00:00,1766519149,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,0,,,21,2,26,8,1,Unspecified Bank,0,0,1.0
7812,3774268886209923,3666,https://www.facebook.com/groups/bcub.bd/permalink/3774268886209923/,,এয়ারপোর্ট পিক এন্ড ড্রপ সার্ভিস নিলে কি টাইপের গাড়ি পাঠানো হয় ?   ৪ সিটের নাকি বড় নোয়া টাইপ,8,1,0,2025-12-15T15:26:43+00:00,1765812403,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,16.0,1.0,1.0,0.0,18,0,,,0,0,0,0,0,,0,0,0.0
3634,3786947204942091,3666,https://www.facebook.com/groups/bcub.bd/permalink/3786947204942091/,,"আস-সালামু আলাইকুম। কোন ব্যাংকে সেভিংস একাউন্ট খুল্লে ভালো হবে?  প্রতিমাসে নির্দিষ্ট কোন এমাউন্ট জমা রাখতে পারবো না।কখনো ৫০০ বা কখনো ১৫০০ রাখতে পারবো, আবার কোন কোন মাসে টাকা জমাও দিতে পারবো না।  এমতাবস্থায় কোন ব্যাংকে সেভিংস একাউন্ট খুল্লে ভালো হবে?  আমাদের বাসার কাছে জনতা ব্যাংক আছে,জনতা ব্যাংকে একাউন্ট খুল্লে ভালো হবে, নাকি অন্য কোন ব্যাংকে একাউন্ট খুল্লে ভালো হবে?   পরামর্শ দিলে উপকৃত হবো।  অগ্রীম ধন্যবাদ।",4,0,0,2025-12-29T18:25:18+00:00,1767032718,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,,,4,0,1,4,1,Mutual Trust Bank,0,0,1.0
7823,3773476036289208,3666,https://www.facebook.com/groups/bcub.bd/permalink/3773476036289208/,,আমার একটা ক্রেডিট কার্ড দরকার।কি ভাবে পেতে পারি। আমার বেতন রুপালী ব্যাংকে হয়।২৫০০০ এর মত বেতন হয়।,8,0,0,2025-12-15T15:23:36+00:00,1765812216,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['Rupali Bank'],Rupali Bank,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15,0,,,0,0,0,0,0,,0,0,0.0
7738,3780570872246391,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780570872246391/,,"আমি ২০২৩ সালে দেশে থাকাকালীন IFIC Bank  একটা  Amar Account  খুলেছিলাম এরপর দেশের বাইরে চলে আসি , এখন আমার ব্যাংক একাউন্ট এটা সচল আছে কিনা কিভাবে বুঝবো , এবং এটা দেশের বাইরে থেকে কি পরিচালনা করতে পারবো?",0,0,0,2025-12-21T06:43:21+00:00,1766299401,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['IFIC Bank'],IFIC Bank,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,,,,,,,,0,0,,,0,0,0,0,0,,0,0,0.0
3651,3787372948232850,3666,https://www.facebook.com/groups/bcub.bd/permalink/3787372948232850/,,❤️দেশে এমন কোনো Health insurance আছে যা করে রাখলে আপনার পরিবারের বিপদের মুহূর্তে অনেক বড় বাজেটের চিকিৎসার সাপোর্ট পাওয়া যাবে ??,11,0,0,2025-12-29T07:01:23+00:00,1766991683,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,25.0,0.0,1.0,0.0,26,0,,,9,13,0,9,0,,0,0,0.8182
7808,3774368579533287,3666,https://www.facebook.com/groups/bcub.bd/permalink/3774368579533287/,,ifice amr account থেকে প্রথম 55k  ট্রান্সফার করছি ফেইল দেখাইছে টাকা যায় নাই কিন্তু আমার একাউন্ট  টাকা কেটে নিছে এখন কি করতে পারি টাকা টা কিভাবে আসবে,7,0,0,2025-12-15T15:27:29+00:00,1765812449,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,4.0,0.0,4.0,1.0,9,0,,,0,0,0,0,0,,0,0,0.0
7727,3780048115632000,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780048115632000/,,"সিটিজেন ব্যাংক গ্রাহকরা বা যারা সিটিজেন ব্যাংক সম্পর্কে ভালো ধারণা আছে তারা বলুন,,,, ব্যাংকটি কেমন?  এফডিআর ডিপিএসের জন্য নিরাপদ কিনা? তাদের এপটা কেমন? @highlight",0,0,0,2025-12-21T06:46:49+00:00,1766299609,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,,,,,,,,0,0,,,0,0,0,0,0,,0,0,0.0
7536,3788339488136196,3666,https://www.facebook.com/groups/bcub.bd/permalink/3788339488136196/,,আগামীকাল সাধারণ ছুটিতে কি ব্যাংক বন্ধ থাকবে ?,45,0,0,2025-12-30T12:45:46+00:00,1767098746,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,1.0,0.0,25.0,71.0,0.0,0.0,2.0,99,0,,,38,19,10,34,0,,0,0,0.8444
7688,3781739705462841,3666,https://www.facebook.com/groups/bcub.bd/permalink/3781739705462841/,,আসসালামু আলাইকুম।   আমি প্রবাসী। এখন আমি চাইলে কি আমার ছোট ভাইয়ের মাধ্যমে আমার সব ডকুমেন্টস দিয়ে আমার অনুপস্থিতিতে আমার নিজস্ব নামে একটা DPS খুলতে পারবো কোন ব্যাংকে? মাসিক কিস্তি আমার ভাইয়ের মাধ্যমে জমা দিবো প্রতি মাসে,9,1,0,2025-12-22T10:48:37+00:00,1766400517,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,6.0,2.0,0.0,0.0,8,0,,,0,0,0,0,0,,0,0,0.0
3652,3787363151567163,3666,https://www.facebook.com/groups/bcub.bd/permalink/3787363151567163/,https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-6/608704763_1965407697651872_7287398594966934040_n.jpg?stp=dst-jpg_s1080x2048_tt6&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=uvukKiRaTlkQ7kNvwGziQu4&_nc_oc=AdkO_Y8FpEwDgEwRYukzRe8nAFhkuxNk83emSDDIAtbbBjEOgdjt8H-RASHEvpX7dRU&_nc_zt=23&_nc_ht=scontent-mia3-2.xx&_nc_gid=l3UzaglNGIUYX1Kys6C4Yg&oh=00_Afkz0xoP95yeEG7bXVSVHpTz0Nkx0J5jcskmUeuyjuZUpw&oe=6958AE23,#needhelp পূবালী ব্যাংকের ডেবিট কার্ড দিয়ে কি Cloud Flare এর পেমেন্ট করা যায় না? নোট: * কার্ড এনডোর্স করা। * ফরেইন ট্রানজেকশন এক্টিভ।,10,0,1,2025-12-29T07:00:57+00:00,1766991657,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10,0,,,10,1,5,8,1,Eastern Bank PLC,0,0,1.0
3733,857839173236218,3766,https://www.facebook.com/primebankofficial/posts/pfbid033R9gU196JU2kytaYaRyVUzHnrPP7RXesbTfP1mVhTiCeG1WwEtcveTVAKPyFP6NHl,https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/560278691_857548416598627_3625068310089240028_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=RfTkjt6PRyEQ7kNvwFAjXEV&_nc_oc=AdlIrZCxZ3f6pK4JCsrd8ZSyUjlADzG8mt3Nr7CGIEteMp9kCE-D91m8y3GDvsAQx9U8AKVxGT2kwAEt3YZ28yhK&_nc_zt=23&_nc_ht=scontent-fra5-1.xx&_nc_gid=GRMsXrm0_wgZh17ubPIehA&oh=00_Afm7g3igaVz06SgX604k3iq1T_QGembiwTiyCJCHNk1rgQ&oe=6958BE39,Drive home the excellence of Dongfeng Car with exclusive Prime Auto Loan Benefits!  #PrimeBank #autoloans #carloans #carfinancedeals #dongfengcars #DriveInStyle,471,16,1,2025-10-06T03:13:03+00:00,1759720383,2025-12-29T21:09:45.406206+00:00,2025-12-29T21:26:33.465405+00:00,['Prime Bank'],Prime Bank,3766,100070304281907,Prime Bank,https://www.facebook.com/primebankofficial,https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/491978047_725430023143801_6888543072768831988_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=109&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=Q_a0Au7mwgQQ7kNvwH30vF3&_nc_oc=AdnBY-DkjdJB5edhPvT3Y7F2dD_uoFNL4HPaDBHAKe5QtI2Q27-v8jP--cflJz0IPcg&_nc_zt=24&_nc_ht=scontent-dus1-1.xx&_nc_gid=8Z4POASt-MG0UleoOUYRbw&oh=00_Afn3Oo1479JhxU0y2PgQHbvZ2QOapwLO57iKADhQHOAg8Q&oe=6958BD74,False,1543200072594090,True,2025-12-29T21:09:45.329961+00:00,2025-12-29T21:36:26.332148+00:00,0.0,33.0,0.0,4442.0,422.0,4.0,7.0,4908,0,,,0,0,0,0,0,,0,0,0.0
3716,3784094501894028,3666,https://www.facebook.com/groups/bcub.bd/permalink/3784094501894028/,,"আমার UCB কার্ডের পেমেন্ট ডেট ২৪ তারিখ। সাধারণত ২৪ তারিখ বিকালেই টাকা কেটে নেয়। কিন্তু গতকাল বিকালে টাকা কাটেনি, তাই আমি কাস্টমার কেয়ারে ফোন দিই। তারা বলে—২৫ তারিখ সকাল ৮টার মধ্যে টাকা না কাটলে ম্যানুয়ালি পেমেন্ট করে দিতে। আজ আমি সকাল ৮টার পর ম্যানুয়ালি পেমেন্ট করে দিচ্ছি। এখন আমি কীভাবে বুঝব যে কার্ডে পেমেন্টটা ঠিকমতো হয়েছে কি না?",1,1,0,2025-12-25T07:33:31+00:00,1766648011,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,['United Commercial Bank'],United Commercial Bank,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,,,1,0,0,1,0,,0,0,1.0
7821,3773627656274046,3666,https://www.facebook.com/groups/bcub.bd/permalink/3773627656274046/,,"দেশের বাহিরে বছরে ৪-৬ বার ফ্রি লাউঞ্জ ব্যাবহার করা যাবে এমন সুবিধা দেওয়া ক্রেডিট কার্ড আছে কোন ব্যাংকের,,? সঠিক তথ্য দিয়ে সহায়তা করার অনুরোধ,,,,আকাশ কুসুম অফার প্রয়োজন নাই",10,0,0,2025-12-15T15:23:44+00:00,1765812224,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5,0,,,0,0,0,0,0,,0,0,0.0
7764,3777453029224842,3666,https://www.facebook.com/groups/bcub.bd/permalink/3777453029224842/,,দেশে ব্যবহারের জন্য ভিসা এবং মাস্টারকার্ডের মধ্যে কোনটি ব্যবহার করা সুবিধাজনক?,31,1,0,2025-12-17T22:14:45+00:00,1766009685,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13,0,,,0,0,0,0,0,,0,0,0.0
7723,3779886485648163,3666,https://www.facebook.com/groups/bcub.bd/permalink/3779886485648163/,,"Credit Card For Business Person I have a consultancy firm.I want to get a credit card from Eastern Bank now. Can anyone tell me what their requirement is for business persons?.If there is a representative from Eastern Bank, please comment.  Thanks in advance 🧡",0,0,0,2025-12-20T08:08:03+00:00,1766218083,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['Eastern Bank PLC'],Eastern Bank PLC,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,,,0,0,0,0,0,,0,0,0.0
7768,3777685849201560,3666,https://www.facebook.com/groups/bcub.bd/permalink/3777685849201560/,,Duolingo ডুয়েল কারেন্সি কার্ড দিয়ে Duolingo এর সাবসক্রিপশন কিনতে চাচ্ছি। এটার সাথে কি ১৫% Vat কাটবে?,27,0,0,2025-12-17T22:12:39+00:00,1766009559,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,22.0,1.0,0.0,0.0,23,0,,,0,0,0,0,0,,0,0,0.0
3637,3787526758217469,3666,https://www.facebook.com/groups/bcub.bd/permalink/3787526758217469/,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-6/605471284_868180009193246_4942076240960736637_n.jpg?stp=cp6_dst-jpg_p526x296_tt6&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=030totPSELoQ7kNvwHlVbXA&_nc_oc=AdnLpu_5yHSRDSeYGxGRAdKuFOA55bJYGe51I3hO5SHywGOV-NqOVM7t-pIgjwLQOhk&_nc_zt=23&_nc_ht=scontent-atl3-3.xx&_nc_gid=2MyP7vr2fYqkiX0Z4WZqLw&oh=00_AfnhEBpmMh4Zk0uOsCwsQmDzidRYqaeSCSLz3ii0jnHCPg&oe=6958AF3B,Emon hoye ache 24 hr holo… emon houar karon ki ?,6,0,1,2025-12-29T18:23:59+00:00,1767032639,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,0,,,6,0,0,6,1,City Bank,0,0,1.0
3718,3784108395225972,3666,https://www.facebook.com/groups/bcub.bd/permalink/3784108395225972/,,কারো কাছে ইবিএলের স্টলার প্লাটিনিয়াম কার্ডটা আছে? দুইটা টিকেট কাটতে হেল্প চাচ্ছিলাম,2,0,0,2025-12-25T06:39:55+00:00,1766644795,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,,,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,,,,,,,,0,0,,,2,0,1,2,0,,0,0,1.0
7691,3780929875543824,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780929875543824/,,"সিটি ব্যাংক এবং ব্র্যাক ব্যাংকের মধ্যে কোনটাতে একাউন্ট করলে ভালো হবে? বিদেশ থেকে টাকা পাঠাবে, সব টাকা জমা থাকবে। ক্ষেত্রবিশেষে টাকা তোলার প্রয়োজন হতে পারে। দয়া করে সঠিক তথ্য দিয়ে হেল্প করবেন।",42,0,0,2025-12-21T16:54:58+00:00,1766336098,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['BRAC Bank PLC'],BRAC Bank PLC,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36,0,,,0,0,0,0,0,,0,0,0.0
3702,3783182158651929,3666,https://www.facebook.com/groups/bcub.bd/permalink/3783182158651929/,,"কিছুদিন আগে একটা পোস্ট দেখলাম ১০ দিনের মধ্যে EBL কার্ড দেয়। আমার application করার এক মাসের বেশি সময় অতিবাহিত হওয়ার পরেও কার্ড পাইনি। আমার জানা দরকার এই সময় কি ব্যাংক representative এর উপর নির্ভর করে নাকি, অন্য কিছু?",4,0,0,2025-12-25T07:39:38+00:00,1766648378,2025-12-29T20:57:59.279589+00:00,2025-12-30T18:56:07.721248+00:00,['Eastern Bank PLC'],Eastern Bank PLC,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6,0,,,4,4,1,4,0,,0,0,1.0
7739,3780575852245893,3666,https://www.facebook.com/groups/bcub.bd/permalink/3780575852245893/,,Ucb bank current account খুলতে চাইছিলাম কিন্তু ছাএ তাই মনে হয় খুলতে দিল না। পরে islamic Tawqa  banking savings account খুললাম । আমি চাচ্ছি না এটা থেকে যে মুনাফা আছে সেটা যেন আমার একাউন্টে যোগ না হয় . যোগ হলে কি আলাদা এসএমএস আসবে ? আর এটা যদি মুনাফা নেওয়া বাদ দিতে চাই তাহলে কিভাবে বাদ দিব ?,4,0,0,2025-12-21T06:43:19+00:00,1766299399,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,['United Commercial Bank'],United Commercial Bank,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3,0,,,0,0,0,0,0,,0,0,0.0
7696,3777939855842826,3666,https://www.facebook.com/groups/bcub.bd/permalink/3777939855842826/,,"আসসালামু আলাইকুম,  আমি বাংলাদেশ থেকে international payment করার জন্য একটি ভালো card নিতে চাই। যারা ব্যবহার করছেন, দয়া করে জানাবেন 🔹 কোন ব্যাংকের card ভালো 🔹 Yearly charge কেমন 🔹 Online payment এ কোন সমস্যা হয় কি না  📌 বর্তমানে আমার কাছে আছে • Bank Asia – Visa Card • Dutch-Bangla Bank (DBBL) Card  ধন্যবাদ ❤️  #AdminApprovePlz",8,0,0,2025-12-21T10:38:27+00:00,1766313507,2025-12-30T18:56:07.721248+00:00,2025-12-30T18:56:07.721248+00:00,"['Bank Asia', 'Dutch-Bangla Bank PLC']",Bank Asia|Dutch-Bangla Bank PLC,3666,2248656405437853,Bank Card Users Of Bangladesh (BCUB)🇧🇩,https://www.facebook.com/groups/bcub.bd,,False,122168846363436,False,2025-12-29T20:57:59.033129+00:00,2025-12-30T18:56:07.138256+00:00,0.0,0.0,0.0,17.0,1.0,0.0,0.0,18,0,,,0,0,0,0,0,,0,0,0.0
